Bug,,,,,,,Fire,,,,,,,Dark,,,,,,,Ghost,,,,,,,Fairy,,,,,,,Figthing,,,,,,,Poison,,,,,,,Ice,,,,,,,Flying,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move,PowerPWR,EnergyENG,DurationDUR,"P/S
                                
                                    Power per Second (DPS)
                                    How effective a move is at dealing damage","E/S
                                
                                    Energy per Second (EPS)
                                    How effective a fast move is at building up charged move energy","P/E
                                
                                    Power per Energy (DPE)
                                    How efficiently a charged move converts energy into damage","P2/ES
                                
                                    P/S * P/E
                                    How well a charged move both uses charged energy and deals damage","PE/S2
                                
                                    P/S * E/S
                                    How well a fast move accomplishes both building charged energy and dealing damage on its own","Top Users

                                    
                                        AttackerDefender",Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,"Fairy
Normal",,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,,Grass,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,,,,,,,,,Fighting,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,,,,,,Ground,,,,,,,,,,,,,,,,,,Flying,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,Bug,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,Dragon,,,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,Fairy
31,Golisopod,Fury Cutter,X-Scissor,eDPS 17.48,82.80%,,31,Blaziken,Fire Spin,Blast Burn*,eDPS 21.95,95.90%,,31,Guzzlord,Snarl,Brutal Swing,eDPS 19.45,86.20%,,31,Shadow Trevenant,Shadow Claw,Shadow Ball,eDPS 19.19,89.70%,,31,Shadow Ninetales (Alolan),Charm,Dazzling Gleam,eDPS 15.60,85.80%,,31,Zapdos (Galarian),Counter,Close Combat,eDPS 19.14,79.70%,,31,Keldeo (Resolute),Poison Jab,Secret Sword*,eDPS 17.10,84.50%,,31,Shadow Ho-Oh (Apex),Hidden Power Ice,Brave Bird,eDPS 17.55,82.30%,,31,Shadow Unfezant,Air Slash,Sky Attack,eDPS 20.79,90.40%,,31,Shaymin (Land),Magical Leaf,Grass Knot,eDPS 18.05,88.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Shadow Accelgor,Infestation,Bug Buzz,eDPS 17.38,82.40%,,32,Moltres,Fire Spin,Overheat,eDPS 21.93,95.80%,,32,Shadow Mismagius,Sucker Punch,Shadow Ball,eDPS 19.32,85.70%,,32,Typhlosion (Hisuian),Hex,Shadow Ball,eDPS 19.16,89.60%,,32,Grimmsnarl,Sucker Punch,Play Rough,eDPS 15.49,85.20%,,32,Decidueye (Hisuian),Psycho Cut,Aura Sphere,eDPS 19.07,79.40%,,32,Scolipede,Poison Jab,Sludge Bomb,eDPS 17.07,84.40%,,32,Shadow Ho-Oh,Hidden Power Ice,Brave Bird,eDPS 17.55,82.30%,,32,Shadow Honchkrow,Peck,Sky Attack,eDPS 20.66,89.80%,,32,Venusaur,Vine Whip,Frenzy Plant*,eDPS 17.93,88.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Shadow Scolipede,Bug Bite,X-Scissor,eDPS 17.38,82.40%,,33,Victini,Quick Attack,V-create,eDPS 21.74,95.00%,,33,Urshifu (Single Strike),Sucker Punch,Payback,eDPS 19.32,85.70%,,33,Shadow Mismagius,Sucker Punch,Shadow Ball,eDPS 19.11,89.30%,,33,Shadow Ursaring,Metal Claw,Play Rough,eDPS 15.42,84.80%,,33,Hariyama,Force Palm,Dynamic Punch,eDPS 19.06,79.40%,,33,Shadow Nidoking,Poison Jab,Sludge Wave,eDPS 17.05,84.30%,,33,Shadow Regice,Frost Breath,Blizzard,eDPS 17.52,82.10%,,33,Shadow Hydreigon,Dragon Breath,Fly,eDPS 20.52,89.20%,,33,Breloom,Force Palm,Grass Knot*,eDPS 17.78,87.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Frosmoth,Bug Bite,Bug Buzz,eDPS 17.37,82.30%,,34,Shadow Arcanine,Fire Fang,Flamethrower,eDPS 21.72,94.90%,,34,Zoroark (Hisuian),Snarl,Shadow Ball,eDPS 19.31,85.60%,,34,Zoroark (Hisuian),Snarl,Shadow Ball,eDPS 19.01,88.90%,,34,Shadow Weezing (Galarian),Fairy Wind,Play Rough,eDPS 15.41,84.70%,,34,Shadow Latias,Dragon Breath,Aura Sphere,eDPS 19.00,79.10%,,34,Ho-Oh (Apex),Hidden Power Poison,Sacred Fire++*,eDPS 16.89,83.50%,,34,Avalugg,Ice Fang,Avalanche,eDPS 17.24,80.80%,,34,Shadow Vikavolt,Bug Bite,Fly,eDPS 20.40,88.70%,,34,Shadow Victreebel,Magical Leaf*,Leaf Blade,eDPS 17.64,86.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Shadow Crustle,Fury Cutter,X-Scissor,eDPS 17.29,81.90%,,35,Chandelure,Fire Spin,Overheat,eDPS 21.61,94.40%,,35,Zarude,Bite,Dark Pulse,eDPS 19.11,84.70%,,35,Dhelmise,Shadow Claw,Shadow Ball,eDPS 18.96,88.60%,,35,Ursaluna,Tackle,Play Rough,eDPS 15.20,83.60%,,35,Buzzwole,Counter,Superpower,eDPS 18.97,79.00%,,35,Vileplume,Acid,Sludge Bomb,eDPS 16.83,83.20%,,35,Mr. Rime,Ice Shard,Triple Axel,eDPS 17.23,80.70%,,35,Ho-Oh (Apex),Hidden Power Flying,Brave Bird,eDPS 20.11,87.40%,,35,Shadow Porygon-Z,Lock On,Solar Beam,eDPS 17.59,86.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Shadow Sneasler,Poison Jab,X-Scissor,eDPS 17.18,81.40%,,36,Emboar,Ember,Blast Burn*,eDPS 21.56,94.20%,,36,Zoroark,Snarl,Foul Play,eDPS 19.04,84.40%,,36,Regigigas,Hidden Power Ghost,Crush Grip*,eDPS 18.41,86.10%,,36,Beartic,Charm,Play Rough,eDPS 15.19,83.50%,,36,Shadow Mewtwo,Psycho Cut,Focus Blast,eDPS 18.96,78.90%,,36,Victreebel,Acid,Sludge Bomb,eDPS 16.81,83.10%,,36,Shadow Piloswine,Ice Shard,Avalanche,eDPS 17.17,80.50%,,36,Ho-Oh,Hidden Power Flying,Brave Bird,eDPS 20.11,87.40%,,36,Shadow Serperior,Vine Whip,Frenzy Plant*,eDPS 17.32,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Escavalier,Bug Bite,Megahorn,eDPS 17.05,80.80%,,37,Entei,Fire Spin,Overheat,eDPS 21.46,93.80%,,37,Shadow Trevenant,Sucker Punch,Shadow Ball,eDPS 19.03,84.40%,,37,Shadow Drifblim,Hex,Shadow Ball,eDPS 18.28,85.50%,,37,Gholdengo,Hex,Dazzling Gleam,eDPS 15.16,83.40%,,37,Cobalion,Double Kick,Sacred Sword*,eDPS 18.94,78.90%,,37,Ho-Oh,Hidden Power Poison,Brave Bird,eDPS 16.60,82.10%,,37,Aurorus,Frost Breath,Weather Ball Ice,eDPS 17.16,80.40%,,37,Mega Charizard X,Wing Attack*,Blast Burn*,eDPS 19.95,86.80%,,37,Enamorus (Incarnate),Fairy Wind,Grass Knot,eDPS 17.30,84.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Scyther,Fury Cutter,Bug Buzz*,eDPS 17.02,80.70%,,38,Darmanitan,Fire Fang,Overheat,eDPS 21.41,93.50%,,38,Shadow Shiftry,Snarl,Foul Play,eDPS 18.93,84.00%,,38,Giratina (Altered),Shadow Claw,Shadow Force*,eDPS 18.14,84.80%,,38,Shadow Gallade,Charm,Psychic,eDPS 15.15,83.30%,,38,Zacian (Crowned Sword),Metal Claw,Close Combat,eDPS 18.79,78.20%,,38,Muk (Alolan),Poison Jab,Gunk Shot,eDPS 16.60,82.00%,,38,Shadow Ninetales (Alolan),Powder Snow,Weather Ball Ice,eDPS 16.92,79.30%,,38,Moltres (Galarian),Wing Attack,Fly,eDPS 19.86,86.40%,,38,Torterra,Razor Leaf,Frenzy Plant*,eDPS 17.26,84.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Shadow Ho-Oh (Apex),Hidden Power Bug,Brave Bird,eDPS 16.94,80.30%,,39,Incineroar,Fire Fang,Blast Burn*,eDPS 21.24,92.80%,,39,Necrozma (Dawn Wings),Shadow Claw,Dark Pulse,eDPS 18.78,83.30%,,39,Skeledirge,Hex,Shadow Ball,eDPS 18.05,84.40%,,39,Rapidash (Galarian),Fairy Wind,Play Rough,eDPS 15.09,83.00%,,39,Virizion,Double Kick,Sacred Sword*,eDPS 18.66,77.70%,,39,Muk,Poison Jab,Gunk Shot,eDPS 16.58,82.00%,,39,Jynx,Frost Breath,Avalanche,eDPS 16.86,79.00%,,39,Braviary (Hisuian),Air Slash,Fly,eDPS 19.77,86.00%,,39,Shadow Tangela,Vine Whip,Grass Knot,eDPS 17.20,84.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Shadow Ho-Oh,Hidden Power Bug,Brave Bird,eDPS 16.94,80.30%,,40,Charizard,Fire Spin,Blast Burn*,eDPS 21.22,92.70%,,40,Grimmsnarl,Sucker Punch,Foul Play,eDPS 18.71,83.00%,,40,Shadow Annihilape,Low Kick,Shadow Ball,eDPS 17.97,84.00%,,40,Florges (White Flower),Fairy Wind,Moonblast,eDPS 15.07,82.90%,,40,Regigigas,Hidden Power Fighting,Crush Grip*,eDPS 18.62,77.50%,,40,Shadow Venusaur,Vine Whip,Sludge Bomb,eDPS 16.52,81.60%,,40,Avalugg (Hisuian),Powder Snow,Blizzard,eDPS 16.83,78.90%,,40,Zapdos (Galarian),Counter,Fly,eDPS 19.76,85.90%,,40,Shadow Latios,Dragon Breath,Solar Beam,eDPS 17.15,84.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Metagross,Fury Cutter,Meteor Mash*,eDPS 16.92,80.20%,,41,Volcanion,Incinerate,Overheat,eDPS 21.13,92.30%,,41,Gengar,Sucker Punch,Shadow Ball,eDPS 18.48,81.90%,,41,Shadow Alakazam,Psycho Cut,Shadow Ball,eDPS 17.81,83.30%,,41,Florges (Blue Flower),Fairy Wind,Moonblast,eDPS 15.07,82.90%,,41,Shadow Poliwrath,Counter*,Dynamic Punch,eDPS 18.56,77.30%,,41,Skuntank,Poison Jab,Sludge Bomb,eDPS 16.46,81.40%,,41,Shadow Ursaluna,Tackle,Ice Punch,eDPS 16.69,78.20%,,41,Zapdos,Thunder Shock*,Drill Peck,eDPS 19.70,85.70%,,41,Shadow Ho-Oh (Apex),Hidden Power Grass,Solar Beam,eDPS 17.09,83.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
